State Name,State Abbreviation ,Year,Food Insecurity Rate (aggregate of counties), Estimated Number Food Insecure Individuals ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Weighted Annual Dollars , Cost Per Meal ,Child Food Insecurity Rate (aggregate of counties), Number Food Insecure Children (aggregate of counties) ,% of children in FI HH with incomes at or below 185% FPL,% of children in FI HH with incomes above 185% FPL,Population
South Dekota,SD,2010,0.126,102470,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.17,0.38,43213400.00,2.45,0.18,35450.00,0.62,0.38,816166
South Dekota,SD,2011,0.125,103180,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.17,0.38,43735050.00,2.60,0.18,36110.00,0.6,0.4,823579
South Dekota,SD,2012,0.123,102860,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.16,0.38,49405000.00,2.74,0.19,37770.00,0.62,0.38,833566
South Dekota,SD,2013,0.124,105120,1.3,SNAP,1.85,Other Nutrition Program,0.51,0.14,0.35,51928000.00,2.79,0.2,40040.00,0.65,0.35,842316
South Dekota,SD,2014,0.124,105880,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.13,0.41,54553000.00,2.92,0.19,39030.00,0.63,0.37,849129
South Dekota,SD,2015,0.121,104140,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.15,0.37,54897000.00,2.94,0.18,37670.00,0.64,0.36,853988
South Dekota,SD,2016,0.117,100990,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.13,0.4,51929000.00,3.01,0.17,35360.00,0.63,0.37,862996
South Dekota,SD,2017,0.114,99190,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.12,0.43,51050000.00,3.02,0.16,34970.00,0.58,0.42,872868
South Dekota,SD,2018,0.108,95080,1.3,SNAP,1.85,Other Nutrition Program,0.48,0.14,0.38,48379000.00,3.01,0.17,35330.00,0.7,0.3,878698
Tennessee,TN,2019,0.133,905090,1.3,SNAP,1.85,Other Nutrition Program,0.51,0.14,0.35,475763000.00,3.07,0.16,237100.00,0.71,0.29,6829174
Tennessee,TN,2009,0.173,1064160,1.3,SNAP,1.85,other nutrition pgm,0.49,0.19,0.32,458364340.00,2.58,0.27,396470.00,0.7,0.3,6306019
Tennessee,TN,2010,0.176,1116550,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.22,0.3,488166000.00,2.54,0.25,368490.00,0.74,0.26,6355311
Tennessee,TN,2011,0.176,1127190,1.3,SNAP,1.85,Other Nutrition Program,0.53,0.21,0.26,488809390.00,2.66,0.25,369020.00,0.75,0.25,6399291
Tennessee,TN,2012,0.171,1101800,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.19,0.27,534330000.00,2.77,0.25,368530.00,0.73,0.27,6453898
Tennessee,TN,2013,0.171,1107820,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.18,0.26,545632000.00,2.78,0.25,379780.00,0.74,0.26,6494340
Tennessee,TN,2014,0.169,1103580,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.17,0.28,562556000.00,2.89,0.24,357920.00,0.72,0.28,6541223
Tennessee,TN,2015,0.154,1016420,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.19,0.25,535957000.00,2.94,0.21,315370.00,0.73,0.27,6591170
Tennessee,TN,2016,0.145,967430,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.16,0.28,496487000.00,3.00,0.2,295570.00,0.71,0.29,6646010
Tennessee,TN,2017,0.139,934310,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.15,0.31,472085000.00,2.96,0.19,285770.00,0.69,0.31,6708799
Tennessee,TN,2018,0.14,950290,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.15,0.32,486768000.00,3.03,0.18,267110.00,0.73,0.27,6771631
Texas,TX,2019,0.141,4092850,1.65,SNAP,1.85,Other Nutrition Program,0.62,0.05,0.33,1872381000.00,2.68,0.2,1448490.00,0.66,0.34,28995881
Texas,TX,2009,0.178,4245970,1.65,SNAP,1.85,other nutrition pgm,0.61,0.08,0.31,1673903770.00,2.36,0.28,1871660.00,0.67,0.33,24801761
Texas,TX,2010,0.185,4672780,1.65,SNAP,1.85,Other Nutrition Program,0.64,0.08,0.29,1857988190.00,2.31,0.27,1845670.00,0.68,0.32,25241971
Texas,TX,2011,0.187,4812760,1.65,SNAP,1.85,Other Nutrition Program,0.65,0.08,0.26,1788915510.00,2.28,0.28,1894060.00,0.7,0.3,25645629
Texas,TX,2012,0.183,4773850,1.65,SNAP,1.85,Other Nutrition Program,0.67,0.07,0.26,2007186000.00,2.40,0.27,1909470.00,0.7,0.3,26084481
Texas,TX,2013,0.176,4653290,1.65,SNAP,1.85,Other Nutrition Program,0.65,0.06,0.3,2019234000.00,2.45,0.27,1899310.00,0.7,0.3,26480266
Texas,TX,2014,0.17,4578670,1.65,SNAP,1.85,Other Nutrition Program,0.64,0.05,0.32,2045312000.00,2.53,0.26,1821820.00,0.67,0.33,26964333
Texas,TX,2015,0.157,4320050,1.65,SNAP,1.85,Other Nutrition Program,0.63,0.06,0.31,2007143000.00,2.59,0.24,1713430.00,0.66,0.34,27470056
Texas,TX,2016,0.154,4277540,1.65,SNAP,1.85,Other Nutrition Program,0.64,0.03,0.33,1953920000.00,2.67,0.23,1676740.00,0.66,0.34,27914410
Texas,TX,2017,0.149,4217470,1.65,SNAP,1.85,Other Nutrition Program,0.61,0.03,0.35,1949246000.00,2.71,0.23,1658680.00,0.63,0.37,28295273
Texas,TX,2018,0.15,4295240,1.65,SNAP,1.85,Other Nutrition Program,0.63,0.06,0.31,1920819000.00,2.64,0.22,1598940.00,0.68,0.32,28628666
Utah,UT,2019,0.111,355550,1.3,SNAP,1.85,Other Nutrition Program,0.37,0.14,0.49,178573000.00,2.94,0.12,113700.00,0.54,0.46,3205958
Utah,UT,2009,0.151,399560,1.3,SNAP,1.85,other nutrition pgm,0.4,0.18,0.42,163284940.00,2.45,0.21,170760.00,0.54,0.46,2723421
Utah,UT,2010,0.17,472000,1.3,SNAP,1.85,Other Nutrition Program,0.42,0.2,0.39,210425030.00,2.59,0.22,189540.00,0.56,0.44,2775332
Utah,UT,2011,0.167,471850,1.3,SNAP,1.85,Other Nutrition Program,0.43,0.18,0.39,182311090.00,2.37,0.21,186170.00,0.58,0.42,2814384
Utah,UT,2012,0.155,443830,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.18,0.36,196493000.00,2.53,0.21,183320.00,0.62,0.38,2853375
Utah,UT,2013,0.146,423420,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.17,0.36,197059000.00,2.63,0.2,179130.00,0.6,0.4,2897640
Utah,UT,2014,0.142,416670,1.3,SNAP,1.85,Other Nutrition Program,0.44,0.16,0.4,204334000.00,2.78,0.18,164440.00,0.55,0.45,2936879
Utah,UT,2015,0.131,391610,1.3,SNAP,1.85,Other Nutrition Program,0.44,0.19,0.37,195913000.00,2.79,0.16,149790.00,0.57,0.43,2981835
Utah,UT,2016,0.125,382490,1.3,SNAP,1.85,Other Nutrition Program,0.44,0.14,0.42,184235000.00,2.82,0.15,142320.00,0.53,0.47,3041868
Utah,UT,2017,0.121,373850,1.3,SNAP,1.85,Other Nutrition Program,0.4,0.14,0.46,179279000.00,2.81,0.15,135940.00,0.51,0.49,3101042
Utah,UT,2018,0.11,347370,1.3,SNAP,1.85,Other Nutrition Program,0.38,0.17,0.45,171029000.00,2.91,0.12,113190.00,0.57,0.43,3153550
Vermont,VT,2019,0.11,68590,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.53,,0.47,42174000.00,3.60,0.14,15730.00,0.58,0.42,623989
Virginia,VA,2009,0.118,912790,1.3,SNAP,1.85,other nutrition pgm,0.4,0.19,0.41,409046470.00,2.68,0.18,321490.00,0.57,0.43,7925937
Virginia,VA,2010,0.124,992490,1.3,SNAP,1.85,Other Nutrition Program,0.39,0.22,0.39,428800710.00,2.51,0.16,300430.00,0.63,0.37,8023699
Virginia,VA,2011,0.127,1026730,1.3,SNAP,1.85,Other Nutrition Program,0.46,0.18,0.37,461983120.00,2.76,0.17,301980.00,0.61,0.39,8101155
Virginia,VA,2012,0.121,993530,1.3,SNAP,1.85,Other Nutrition Program,0.48,0.18,0.34,497973000.00,2.86,0.16,299600.00,0.62,0.38,8185080
Virginia,VA,2013,0.119,982650,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.17,0.33,508665000.00,2.92,0.17,311410.00,0.65,0.35,8252427
Virginia,VA,2014,0.118,983880,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.17,0.35,523149000.00,3.01,0.16,299050.00,0.64,0.36,8310993
Virginia,VA,2015,0.112,935480,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.19,0.33,508587000.00,3.03,0.14,268670.00,0.64,0.36,8361808
Virginia,VA,2016,0.106,893720,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.14,0.37,468094000.00,3.07,0.13,249170.00,0.64,0.36,8410106
Virginia,VA,2017,0.102,863390,1.3,SNAP,1.85,Other Nutrition Program,0.48,0.14,0.38,446691000.00,3.03,0.13,247470.00,0.62,0.38,8463587
Virginia,VA,2018,0.099,842870,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.13,0.4,442908000.00,3.10,0.13,233530.00,0.61,0.39,8501286
Virginia,VA,2019,0.094,799620,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.11,0.41,433605000.00,3.17,0.12,214270.00,0.6,0.4,8535519
Vermont,VT,2009,0.133,82270,1.85,SNAP,1.85,SNAP,0.57,0,0.43,41440980.00,3.01,0.21,27160.00,0.53,0.47,624817
Vermont,VT,2010,0.141,88260,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.59,0,0.41,38436170.00,2.53,0.21,25960.00,0.6,0.4,625879
Vermont,VT,2011,0.131,81750,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.62,0,0.38,39182840.00,2.94,0.19,23670.00,0.59,0.41,627049
Vermont,VT,2012,0.134,83630,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.63,0,0.37,44884000.00,3.06,0.2,24530.00,0.63,0.37,626090
Vermont,VT,2013,0.136,85010,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.64,0,0.36,47139000.00,3.13,0.19,24330.00,0.65,0.35,626210
Vermont,VT,2014,0.135,84870,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.6,,0.4,49174000.00,3.28,0.19,23310.00,0.59,0.41,625214
Vermont,VT,2015,0.119,74600,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.65,,0.35,45311000.00,3.39,0.16,18820.00,0.62,0.38,625216
Vermont,VT,2016,0.121,75360,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.59,,0.41,43688000.00,3.39,0.16,18620.00,0.58,0.42,623657
Vermont,VT,2017,0.119,74520,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.6,,0.4,42994000.00,3.38,0.16,18760.00,0.61,0.39,624344
Vermont,VT,2018,0.113,70580,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.55,,0.45,41756000.00,3.50,0.15,17550.00,0.56,0.44,624358
Washington,WA,2019,0.104,790050,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.61,,0.39,433418000.00,3.21,0.14,230440.00,0.56,0.44,7614893
Washington,WA,2009,0.148,953820,2,SNAP,2,SNAP,0.61,0,0.39,412052030.00,2.59,0.25,382860.00,0.59,0.41,6667426
Washington,WA,2010,0.159,1069360,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.64,0,0.36,465693410.00,2.53,0.24,378020.00,0.62,0.38,6742830
Washington,WA,2011,0.161,1101490,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.61,0,0.39,474073050.00,2.64,0.24,375880.00,0.65,0.35,6826627
Washington,WA,2012,0.15,1031460,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,0,0.33,486204000.00,2.69,0.23,370380.00,0.63,0.37,6897058
Washington,WA,2013,0.146,1017900,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,0,0.31,509330000.00,2.83,0.23,366450.00,0.65,0.35,6963985
Washington,WA,2014,0.137,970150,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,,0.31,497509000.00,2.90,0.21,337320.00,0.61,0.39,7054655
Washington,WA,2015,0.128,915550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,,0.31,489610000.00,2.98,0.19,306560.00,0.64,0.36,7163657
Washington,WA,2016,0.12,872720,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,,0.33,448899000.00,3.01,0.18,284480.00,0.61,0.39,7294771
Washington,WA,2017,0.115,848990,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.65,,0.35,440879000.00,3.04,0.17,284760.00,0.57,0.43,7423362
Washington,WA,2018,0.107,804080,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.66,,0.35,438026000.00,3.22,0.15,244480.00,0.57,0.43,7523869
"Washington, D.C.",DC,2019,0.1,70480,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.7,,0.3,49250000.00,4.09,0.15,19250.00,0.68,0.32,705749
Wisconsin,WI,2009,0.131,733180,2,SNAP,2,SNAP,0.58,0,0.42,285310530.00,2.33,0.23,297870.00,0.56,0.44,5669264
Wisconsin,WI,2010,0.133,756120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.64,0,0.36,311060070.00,2.39,0.21,279920.00,0.64,0.36,5690475
Wisconsin,WI,2011,0.13,744410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.66,0,0.35,290048670.00,2.39,0.21,270150.00,0.65,0.35,5705288
Wisconsin,WI,2012,0.126,724370,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.7,0,0.31,313641000.00,2.47,0.21,273140.00,0.64,0.36,5719960
Wisconsin,WI,2013,0.124,714000,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.7,0,0.3,323421000.00,2.56,0.2,270460.00,0.67,0.33,5736754
Wisconsin,WI,2014,0.119,687370,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.71,,0.29,322748000.00,2.66,0.19,248570.00,0.64,0.36,5751525
Wisconsin,WI,2015,0.11,633170,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.7,,0.3,307507000.00,2.71,0.17,219280.00,0.65,0.35,5760940
Wisconsin,WI,2016,0.105,609360,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,,0.31,290129000.00,2.79,0.16,205660.00,0.64,0.36,5772628
Wisconsin,WI,2017,0.1,578480,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,,0.31,273911000.00,2.77,0.15,197290.00,0.62,0.38,5790186
Wisconsin,WI,2018,0.089,515930,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.67,,0.33,248085000.00,2.84,0.14,179180.00,0.67,0.33,5807406
West Virginia,WV,2019,0.135,242180,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.68,,0.33,113985000.00,2.75,0.19,68310.00,0.69,0.31,1792147
West Virginia,WV,2009,0.14,253580,1.3,SNAP,1.85,other nutrition pgm,0.52,0.17,0.31,105565460.00,2.49,0.22,85200.00,0.67,0.33,1847775
West Virginia,WV,2010,0.147,271750,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.17,0.33,112262940.00,2.40,0.21,79360.00,0.65,0.35,1854239
West Virginia,WV,2011,0.153,283300,1.3,SNAP,1.85,Other Nutrition Program,0.51,0.18,0.31,117773490.00,2.55,0.22,82220.00,0.66,0.34,1856301
West Virginia,WV,2012,0.15,278280,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.15,0.33,126468000.00,2.59,0.22,83190.00,0.68,0.32,1856872
West Virginia,WV,2013,0.158,292500,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.14,0.34,133967000.00,2.59,0.23,89880.00,0.67,0.33,1853914
West Virginia,WV,2014,0.153,282900,1.3,SNAP,1.85,Other Nutrition Program,0.51,0.14,0.35,133864000.00,2.68,0.22,82220.00,0.68,0.32,1849489
West Virginia,WV,2015,0.149,275280,1.3,SNAP,1.85,Other Nutrition Program,0.53,0.17,0.3,132485000.00,2.68,0.21,79050.00,0.68,0.32,1842050
West Virginia,WV,2016,0.146,267280,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.13,0.33,126636000.00,2.77,0.2,75970.00,0.72,0.28,1831023
West Virginia,WV,2017,0.148,268070,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,,0.31,123886000.00,2.71,0.21,76970.00,0.65,0.35,1817004
West Virginia,WV,2018,0.139,250600,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.69,,0.31,114692000.00,2.70,0.2,73770.00,0.73,0.27,1804291
Wisconsin,WI,2019,0.091,530500,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.62,,0.38,263205000.00,2.90,0.14,179160.00,0.67,0.33,5822434
Wyoming,WY,2009,0.121,63280,1.3,SNAP,1.85,other nutrition pgm,0.36,0.2,0.44,27229660.00,2.58,0.21,25940.00,0.53,0.47,559851
Wyoming,WY,2010,0.122,68760,1.3,SNAP,1.85,Other Nutrition Program,0.37,0.21,0.42,28760590.00,2.43,0.19,25060.00,0.58,0.43,564487
Wyoming,WY,2011,0.12,68120,1.3,SNAP,1.85,Other Nutrition Program,0.39,0.22,0.39,29651500.00,2.67,0.18,23820.00,0.57,0.43,567299
Wyoming,WY,2012,0.13,74960,1.3,SNAP,1.85,Other Nutrition Program,0.41,0.17,0.42,36470000.00,2.78,0.19,26190.00,0.5,0.5,576305
Wyoming,WY,2013,0.128,74470,1.3,SNAP,1.85,Other Nutrition Program,0.41,0.15,0.44,38447000.00,2.92,0.19,25420.00,0.54,0.46,582122
Wyoming,WY,2014,0.126,73400,1.3,SNAP,1.85,Other Nutrition Program,0.43,0.14,0.43,39387000.00,3.04,0.17,23130.00,0.57,0.43,582531
Wyoming,WY,2015,0.123,72260,1.3,SNAP,1.85,Other Nutrition Program,0.42,0.17,0.41,38980000.00,3.01,0.17,23550.00,0.56,0.44,585613
Wyoming,WY,2016,0.126,73830,1.3,SNAP,1.85,Other Nutrition Program,0.42,0.16,0.43,38653000.00,3.06,0.17,23500.00,0.56,0.44,584215
Wyoming,WY,2017,0.123,71060,1.3,SNAP,1.85,Other Nutrition Program,0.4,0.14,0.46,36970000.00,3.05,0.17,23960.00,0.54,0.46,578931
Wyoming,WY,2018,0.122,70640,1.3,SNAP,1.85,Other Nutrition Program,0.42,0.14,0.44,37306000.00,3.12,0.16,21160.00,0.59,0.41,577601
Wyoming,WY,2019,0.117,67750,1.3,SNAP,1.85,Other Nutrition Program,0.41,0.16,0.44,36177000.00,3.12,0.14,19370.00,0.58,0.42,578759
